unit_id,source,condition,age_days,brand_tier,model_a,model_b,model_c,model_d,utility_a,utility_b
250,Internet/Shipping,MissingPart,4,Premium,Repair,Resale,Repair,Repair,43.290419440559546,12.087125832167864
251,Internet/Shipping,NotLiked,13,Standard,Resale,Resale,Refurbishing,Resale,60.686300506278116,60.686300506278116
252,Store-Customer,MissingPart,25,Standard,Donation,Repair,Refurbishing,Repair,14.06792346049582,25.13584692099164
253,Internet/Shipping,ColorMismatch,6,Standard,Resale,Resale,Refurbishing,Resale,31.79062874188773,31.79062874188773
254,Internet/Shipping,NotLiked,11,Standard,Resale,Resale,Refurbishing,Resale,60.81079756284822,60.81079756284822
255,Internet/Shipping,NotLiked,158,Standard,Resale,Resale,Recycling,Resale,52.29253626401435,52.29253626401435
256,Internet/Shipping,SeamDefect,8,Standard,Donation,Repair,Repair,Repair,12.277291488490734,20.749005317367406
257,Store-Customer,ColorMismatch,69,Premium,Resale,Resale,Donation,Resale,45.999650704105605,45.999650704105605
258,Internet/Shipping,MissingPart,22,Standard,Donation,Repair,Repair,Repair,14.119204113396176,25.23840822679235
259,Internet/Shipping,SeamDefect,0,Standard,Donation,Repair,Repair,Repair,12.399999999999999,20.999999999999996
260,Internet/Shipping,NotLiked,3,Premium,Resale,Resale,Recycling,Resale,92.71692482506873,92.71692482506873
261,Internet/Shipping,NotLiked,12,Premium,Resale,Resale,Donation,Resale,91.87277686545242,91.87277686545242
262,Store-Customer,Undamaged,507,Premium,Resale,Resale,Resale,Resale,59.17940210568577,59.17940210568577
263,Internet/Shipping,ColorMismatch,2,Standard,Resale,Resale,Refurbishing,Resale,31.930069953356657,31.930069953356657
264,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,DiscountSale,Resale,61.49999999999999,61.49999999999999
265,Store-Customer,ColorMismatch,8,Standard,Resale,Resale,DiscountSale,Resale,31.721117019297118,31.721117019297118
266,Internet/Shipping,Undamaged,1,Standard,Resale,Resale,Recycling,Resale,65.53353323891943,65.53353323891943
267,Internet/Shipping,ColorMismatch,16,Standard,Resale,Resale,Repackaging,Resale,31.444456201934976,31.444456201934976
268,Internet/Shipping,ColorMismatch,13,Premium,Resale,Resale,Repackaging,Resale,48.8219170885651,48.8219170885651
269,Internet/Shipping,Torn,17,Standard,Recycling,Donation,Recycling,Repair,5.823008688666551,10.764011584888733
270,Internet/Shipping,Undamaged,143,Premium,Resale,Resale,Recycling,Resale,85.558718372325,85.558718372325
271,Internet/Shipping,NotLiked,12,Standard,Resale,Resale,Refurbishing,Resale,60.748517910301615,60.748517910301615
272,Internet/Shipping,NotLiked,8,Standard,Resale,Resale,Resale,Resale,60.99801063473481,60.99801063473481
273,Internet/Shipping,ColorMismatch,19,Standard,Resale,Resale,Resale,Resale,31.34127767849821,31.34127767849821
274,Internet/Shipping,NotLiked,198,Standard,Resale,Resale,DiscountSale,Resale,50.183300747683354,50.183300747683354
275,Internet/Shipping,NotLiked,46,Standard,Resale,Resale,Repackaging,Resale,58.66764361801502,58.66764361801502
276,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Repackaging,Resale,61.49999999999999,61.49999999999999
277,Internet/Shipping,Undamaged,10,Standard,Resale,Resale,Recycling,Resale,64.93831394431967,64.93831394431967
278,Internet/Shipping,Torn,1,Standard,Recycling,Resale,Donation,Repair,5.9895052482504365,-2.5034982505831875
279,Store-Customer,Undamaged,107,Standard,Resale,Resale,Resale,Resale,58.85195725385532,58.85195725385532
280,Store-Customer,Torn,10,Premium,Repair,Repair,Repair,Repair,29.582093017465056,29.582093017465056
281,Internet/Shipping,ColorMismatch,3,Standard,Resale,Resale,Refurbishing,Resale,31.89515734261805,31.89515734261805
282,Internet/Shipping,NotLiked,6,Standard,Resale,Resale,Repackaging,Resale,61.12313173539791,61.12313173539791
283,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Donation,Resale,61.43703148950262,61.43703148950262
284,Internet/Shipping,NotLiked,17,Standard,Resale,Resale,Repackaging,Resale,60.43805213199931,60.43805213199931
285,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,Repackaging,Resale,61.37412591604198,61.37412591604198
286,Internet/Shipping,ColorMismatch,0,Standard,Resale,Resale,DiscountSale,Resale,32.0,32.0
287,Internet/Shipping,ColorMismatch,63,Standard,Resale,Resale,Resale,Resale,29.86302157911966,29.86302157911966
288,Internet/Shipping,NotLiked,22,Standard,Resale,Resale,Recycling,Resale,60.129134808226226,60.129134808226226
289,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Recycling,Resale,61.43703148950262,61.43703148950262
290,Internet/Shipping,NotLiked,6,Standard,Resale,Resale,Repackaging,Resale,61.12313173539791,61.12313173539791
291,Store-Customer,Torn,243,Standard,Disposal,Resale,Donation,Repair,0.0,-3.2550497017995528
292,Internet/Shipping,SeamDefect,15,Standard,Disposal,Refurbishing,Refurbishing,Repair,0.0,12.287350731664317
293,Store-Customer,Torn,11,Standard,Recycling,Resale,Donation,Repair,5.88513292714137,-2.5382890242862097
294,Internet/Shipping,ColorMismatch,3,Premium,Resale,Resale,Refurbishing,Resale,49.34273601392708,49.34273601392708
295,Store-Customer,NotLiked,6,Standard,Resale,Resale,Recycling,Resale,61.12313173539791,61.12313173539791
296,Store-Customer,SeamDefect,0,Standard,Donation,Repair,Recycling,Repair,12.399999999999999,20.999999999999996
297,Store-Employee,Torn,21,Standard,Disposal,Resale,Donation,Repair,0.0,-2.572733624006892
298,Store-Customer,SeamDefect,0,Standard,Donation,Repair,Refurbishing,Repair,12.399999999999999,20.999999999999996
299,Store-Customer,SeamDefect,0,Standard,Donation,Resale,Refurbishing,Repair,12.399999999999999,1.6000000000000005
300,Internet/Shipping,NotLiked,15,Standard,Resale,Resale,Resale,Resale,60.56205219499294,60.56205219499294
301,Store-Customer,NotLiked,42,Standard,Resale,Resale,Repackaging,Resale,58.908796176066524,58.908796176066524
302,Internet/Shipping,SeamDefect,21,Standard,Disposal,Refurbishing,Donation,Repair,0.0,12.163598255958648
303,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Resale,Resale,61.43703148950262,61.43703148950262
304,Internet/Shipping,NotLiked,6,Standard,Resale,Resale,DiscountSale,Resale,61.12313173539791,61.12313173539791
305,Store-Customer,Undamaged,1,Standard,Resale,Resale,Recycling,Resale,65.53353323891943,65.53353323891943
306,Internet/Shipping,Stained,5,Standard,Refurbishing,Resale,Refurbishing,Refurbishing,28.82543677174388,1.0720698834790205
307,Internet/Shipping,NotLiked,8,Standard,Resale,Resale,Refurbishing,Resale,60.99801063473481,60.99801063473481
308,Internet/Shipping,NotLiked,5,Standard,Resale,Resale,Recycling,Resale,61.18578618913899,61.18578618913899
309,Internet/Shipping,ColorMismatch,9,Standard,Resale,Resale,Refurbishing,Resale,31.686413257050923,31.686413257050923
310,Internet/Shipping,NotLiked,47,Standard,Resale,Resale,Resale,Resale,58.60750604819337,58.60750604819337
311,Internet/Shipping,ColorMismatch,35,Standard,Resale,Resale,Recycling,Resale,30.79618956901482,30.79618956901482
312,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Donation,Resale,61.49999999999999,61.49999999999999
313,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Resale,Resale,61.43703148950262,61.43703148950262
314,Internet/Shipping,NotLiked,6,Standard,Resale,Resale,Refurbishing,Resale,61.12313173539791,61.12313173539791
315,Internet/Shipping,NotLiked,5,Standard,Resale,Resale,Refurbishing,Resale,61.18578618913899,61.18578618913899
316,Internet/Shipping,NotLiked,3,Premium,Resale,Resale,Recycling,Resale,92.71692482506873,92.71692482506873
317,Internet/Shipping,NotLiked,7,Standard,Resale,Resale,Donation,Resale,61.060539904793806,61.060539904793806
318,Internet/Shipping,Torn,26,Premium,Repair,Repair,Recycling,Repair,28.922073763567475,28.922073763567475
319,Internet/Shipping,NotLiked,5,Standard,Resale,Resale,DiscountSale,Resale,61.18578618913899,61.18578618913899
320,Store-Customer,Undamaged,136,Standard,Resale,Resale,Donation,Resale,57.14403506049983,57.14403506049983
321,Store-Customer,NotLiked,0,Standard,Resale,Resale,Refurbishing,Resale,61.49999999999999,61.49999999999999
322,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Resale,Resale,61.49999999999999,61.49999999999999
323,Internet/Shipping,NotLiked,4,Standard,Resale,Resale,Recycling,Resale,61.24850332867146,61.24850332867146
324,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,DiscountSale,Resale,61.49999999999999,61.49999999999999
325,Store-Customer,NotLiked,7,Standard,Resale,Resale,DiscountSale,Resale,61.060539904793806,61.060539904793806
326,Internet/Shipping,NotLiked,127,Standard,Resale,Resale,Refurbishing,Resale,53.986221373620886,53.986221373620886
327,Store-Customer,Undamaged,3,Standard,Resale,Resale,Repackaging,Resale,65.40079895097429,65.40079895097429
328,Internet/Shipping,ColorMismatch,1,Standard,Resale,Resale,Resale,Resale,31.965017494168123,31.965017494168123
329,Internet/Shipping,NotLiked,8,Premium,Resale,Resale,Resale,Resale,92.24701595210222,92.24701595210222
330,Internet/Shipping,SeamDefect,7,Premium,Repair,Repair,Recycling,Repair,36.42040492859535,36.42040492859535
331,Internet/Shipping,Stained,13,Standard,Refurbishing,Refurbishing,Recycling,Refurbishing,28.547944725710067,28.547944725710067
332,Internet/Shipping,NotLiked,3,Standard,Resale,Resale,Repackaging,Resale,61.311283216712496,61.311283216712496
333,Internet/Shipping,NotLiked,29,Premium,Resale,Resale,Refurbishing,Resale,90.29885589209415,90.29885589209415
334,Store-Customer,SeamDefect,1,Standard,Donation,Resale,Donation,Repair,12.384607697433974,1.5930034988336255
335,Internet/Shipping,NotLiked,4,Premium,Resale,Resale,Repackaging,Resale,92.62275499300719,92.62275499300719
336,Internet/Shipping,ColorMismatch,12,Standard,Resale,Resale,Donation,Resale,31.58250995016757,31.58250995016757
337,Internet/Shipping,NotLiked,54,Standard,Resale,Resale,DiscountSale,Resale,58.188222709613285,58.188222709613285
338,Internet/Shipping,Torn,7,Standard,Recycling,Donation,Refurbishing,Repair,5.926756650798968,10.902342201065292
339,Internet/Shipping,Undamaged,13,Standard,Resale,Resale,Repackaging,Resale,64.74109497884912,64.74109497884912
340,Store-Customer,NotLiked,0,Standard,Resale,Resale,DiscountSale,Resale,61.49999999999999,61.49999999999999
341,Internet/Shipping,Undamaged,4,Standard,Resale,Resale,Donation,Resale,65.33453129137543,65.33453129137543
342,Store-Employee,SeamDefect,0,Premium,Repair,Repair,Refurbishing,Repair,36.75,36.75
343,Store-Customer,Stained,20,Standard,Refurbishing,Refurbishing,Recycling,Refurbishing,28.30695356573643,28.30695356573643
344,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,Recycling,Resale,61.37412591604198,61.37412591604198
345,Store-Customer,Undamaged,15,Standard,Resale,Resale,DiscountSale,Resale,64.60994398360366,64.60994398360366
346,Store-Customer,SeamDefect,0,Standard,Donation,Repair,Refurbishing,Repair,12.399999999999999,20.999999999999996
347,Store-Customer,Undamaged,36,Premium,Resale,Resale,DiscountSale,Resale,95.32286927494151,95.32286927494151
348,Internet/Shipping,MissingPart,141,Standard,Disposal,Refurbishing,Donation,Repair,0.0,13.77798813659286
349,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Refurbishing,Resale,61.49999999999999,61.49999999999999
350,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Resale,Resale,61.49999999999999,61.49999999999999
351,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Recycling,Resale,61.49999999999999,61.49999999999999
352,Internet/Shipping,Stained,201,Standard,Refurbishing,Resale,Refurbishing,Refurbishing,22.626935104385076,0.08030961670161219
353,Internet/Shipping,ColorMismatch,1,Standard,Resale,Resale,Refurbishing,Resale,31.965017494168123,31.965017494168123
354,Internet/Shipping,Undamaged,9,Standard,Resale,Resale,Recycling,Resale,65.00418518839676,65.00418518839676
355,Internet/Shipping,NotLiked,2,Premium,Resale,Resale,DiscountSale,Resale,92.81118887406298,92.81118887406298
356,Internet/Shipping,MissingPart,26,Premium,Repair,Resale,Donation,Repair,42.15259220445934,11.745777661337804
357,Store-Customer,Undamaged,3,Premium,Resale,Resale,Resale,Resale,98.55119842646144,98.55119842646144
358,Store-Customer,Torn,10,Standard,Recycling,Resale,Donation,Repair,5.895523254366264,-2.5348255818779117
359,Internet/Shipping,NotLiked,31,Standard,Resale,Resale,Resale,Resale,59.57696110378963,59.57696110378963
360,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,Donation,Resale,61.37412591604198,61.37412591604198
361,Store-Customer,MissingPart,98,Standard,Donation,Refurbishing,Donation,Repair,12.866355815693614,14.71289814197106
362,Internet/Shipping,MissingPart,0,Standard,Repair,Resale,Donation,Repair,26.0,6.9
363,Internet/Shipping,NotLiked,4,Standard,Resale,Resale,Refurbishing,Resale,61.24850332867146,61.24850332867146
364,Internet/Shipping,NotLiked,119,Standard,Resale,Resale,DiscountSale,Resale,54.43189144800285,54.43189144800285
365,Internet/Shipping,ColorMismatch,12,Standard,Resale,Resale,Resale,Resale,31.58250995016757,31.58250995016757
366,Internet/Shipping,NotLiked,13,Standard,Resale,Resale,Recycling,Resale,60.686300506278116,60.686300506278116
367,Store-Customer,Undamaged,3,Standard,Resale,Resale,Recycling,Resale,65.40079895097429,65.40079895097429
368,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,Refurbishing,Resale,61.37412591604198,61.37412591604198
369,Internet/Shipping,NotLiked,4,Standard,Resale,Resale,Resale,Resale,61.24850332867146,61.24850332867146
370,Store-Customer,Undamaged,12,Standard,Resale,Resale,Donation,Resale,64.80676890531838,64.80676890531838
371,Store-Customer,Torn,1,Standard,Recycling,Resale,Refurbishing,Repair,5.9895052482504365,-2.5034982505831875
372,Internet/Shipping,NotLiked,4,Standard,Resale,Resale,Recycling,Resale,61.24850332867146,61.24850332867146
373,Internet/Shipping,Torn,2,Standard,Recycling,Donation,Refurbishing,Repair,5.979020986006997,10.972027981342661
374,Internet/Shipping,ColorMismatch,4,Standard,Resale,Resale,Repackaging,Resale,31.860279627039702,31.860279627039702
375,Internet/Shipping,NotLiked,7,Standard,Resale,Resale,DiscountSale,Resale,61.060539904793806,61.060539904793806
376,Internet/Shipping,NotLiked,4,Standard,Resale,Resale,Resale,Resale,61.24850332867146,61.24850332867146
377,Store-Customer,SeamDefect,250,Standard,Disposal,Donation,Recycling,Repair,0.0,8.993532059299636
378,Internet/Shipping,NotLiked,13,Standard,Resale,Resale,Donation,Resale,60.686300506278116,60.686300506278116
379,Internet/Shipping,ColorMismatch,6,Standard,Resale,Resale,Repackaging,Resale,31.79062874188773,31.79062874188773
380,Internet/Shipping,Stained,14,Standard,Refurbishing,Refurbishing,Refurbishing,Refurbishing,28.513414049200165,28.513414049200165
381,Internet/Shipping,Stained,119,Standard,Refurbishing,Resale,Refurbishing,Refurbishing,25.073273026668254,0.47172368426692035
382,Store-Customer,NotLiked,4,Standard,Resale,Resale,DiscountSale,Resale,61.24850332867146,61.24850332867146
383,Store-Customer,Undamaged,7,Standard,Resale,Resale,DiscountSale,Resale,65.13612545506012,65.13612545506012
384,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Refurbishing,Resale,61.49999999999999,61.49999999999999
385,Internet/Shipping,NotLiked,0,Premium,Resale,Resale,Resale,Resale,93.0,93.0
386,Store-Employee,ColorMismatch,27,Standard,Resale,Resale,Resale,Resale,31.067643453351785,31.067643453351785
387,Internet/Shipping,NotLiked,29,Standard,Resale,Resale,Resale,Resale,59.6992372613961,59.6992372613961
388,Store-Employee,Stained,0,Standard,Refurbishing,Refurbishing,Donation,Refurbishing,29.0,29.0
389,Internet/Shipping,ColorMismatch,17,Standard,Resale,Resale,DiscountSale,Resale,31.410028962221837,31.410028962221837
390,Store-Customer,Undamaged,0,Premium,Resale,Resale,Resale,Resale,98.85,98.85
391,Internet/Shipping,NotLiked,9,Standard,Resale,Resale,Donation,Resale,60.93554386269166,60.93554386269166
392,Internet/Shipping,ColorMismatch,15,Standard,Resale,Resale,Refurbishing,Resale,31.47891788610719,31.47891788610719
393,Internet/Shipping,ColorMismatch,2,Standard,Resale,Resale,Repackaging,Resale,31.930069953356657,31.930069953356657
394,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Recycling,Resale,61.49999999999999,61.49999999999999
395,Internet/Shipping,NotLiked,8,Standard,Resale,Resale,Donation,Resale,60.99801063473481,60.99801063473481
396,Internet/Shipping,NotLiked,37,Premium,Resale,Resale,DiscountSale,Resale,89.56739479048555,89.56739479048555
397,Store-Customer,MissingPart,5,Premium,Repair,Repair,Repair,Repair,43.23815515761582,43.23815515761582
398,Internet/Shipping,NotLiked,3,Premium,Resale,Resale,Refurbishing,Resale,92.71692482506873,92.71692482506873
399,Internet/Shipping,NotLiked,2,Premium,Resale,Resale,Refurbishing,Resale,92.81118887406298,92.81118887406298
400,Internet/Shipping,Undamaged,12,Standard,Resale,Resale,Repackaging,Resale,64.80676890531838,64.80676890531838
401,Internet/Shipping,NotLiked,14,Premium,Resale,Resale,DiscountSale,Resale,91.68621793284044,91.68621793284044
402,Store-Customer,Undamaged,27,Standard,Resale,Resale,Donation,Resale,63.828522561368395,63.828522561368395
403,Store-Customer,Undamaged,21,Standard,Resale,Resale,Repackaging,Resale,64.21806114386905,64.21806114386905
404,Internet/Shipping,NotLiked,42,Premium,Resale,Resale,DiscountSale,Resale,89.11319426409979,89.11319426409979
405,Store-Employee,ColorMismatch,148,Standard,Resale,Resale,Repackaging,Resale,27.185089022971592,27.185089022971592
406,Store-Customer,MissingPart,5,Standard,Repair,Repair,Recycling,Repair,25.82543677174388,25.82543677174388
407,Internet/Shipping,ColorMismatch,9,Standard,Resale,Resale,Repackaging,Resale,31.686413257050923,31.686413257050923
408,Store-Customer,Undamaged,3,Standard,Resale,Resale,Resale,Resale,65.40079895097429,65.40079895097429
409,Internet/Shipping,Undamaged,5,Standard,Resale,Resale,DiscountSale,Resale,65.26832986631337,65.26832986631337
410,Store-Employee,Stained,57,Standard,Refurbishing,Refurbishing,Refurbishing,Refurbishing,27.06079242782831,27.06079242782831
411,Internet/Shipping,NotLiked,8,Premium,Resale,Resale,Refurbishing,Resale,92.24701595210222,92.24701595210222
412,Internet/Shipping,Torn,63,Standard,Disposal,Resale,Repair,Repair,0.0,-2.713697842088034
413,Internet/Shipping,Stained,6,Standard,Refurbishing,Refurbishing,Refurbishing,Refurbishing,28.79062874188773,28.79062874188773
414,Store-Customer,NotLiked,9,Standard,Resale,Resale,Resale,Resale,60.93554386269166,60.93554386269166
415,Internet/Shipping,ColorMismatch,4,Premium,Resale,Resale,Resale,Resale,49.290419440559546,49.290419440559546
416,Internet/Shipping,ColorMismatch,6,Standard,Resale,Resale,Donation,Resale,31.79062874188773,31.79062874188773
417,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,DiscountSale,Resale,61.43703148950262,61.43703148950262
418,Store-Customer,NotLiked,13,Premium,Resale,Resale,Resale,Resale,91.77945075941716,91.77945075941716
419,Internet/Shipping,Stained,0,Standard,Refurbishing,Refurbishing,Refurbishing,Refurbishing,29.0,29.0
420,Store-Customer,NotLiked,131,Standard,Resale,Resale,Recycling,Resale,53.764719786635744,53.764719786635744
421,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,DiscountSale,Resale,61.37412591604198,61.37412591604198
422,Internet/Shipping,Stained,1,Premium,Refurbishing,Refurbishing,Donation,Refurbishing,46.44752624125218,46.44752624125218
423,Internet/Shipping,ColorMismatch,27,Standard,Resale,Resale,Donation,Resale,31.067643453351785,31.067643453351785
424,Internet/Shipping,NotLiked,0,Premium,Resale,Resale,Recycling,Resale,93.0,93.0
425,Internet/Shipping,NotLiked,126,Standard,Resale,Resale,Repackaging,Resale,54.04173534735521,54.04173534735521
426,Store-Customer,NotLiked,20,Premium,Resale,Resale,Refurbishing,Resale,91.12877462748837,91.12877462748837
427,Internet/Shipping,ColorMismatch,0,Standard,Resale,Resale,DiscountSale,Resale,32.0,32.0
428,Store-Customer,Undamaged,11,Premium,Resale,Resale,DiscountSale,Resale,97.75876280784301,97.75876280784301
429,Internet/Shipping,ColorMismatch,9,Standard,Resale,Resale,Resale,Resale,31.686413257050923,31.686413257050923
430,Store-Customer,SeamDefect,17,Premium,Repair,Resale,Recycling,Repair,35.953539098999485,4.92300868866655
431,Store-Customer,SeamDefect,86,Premium,Repair,Resale,Repair,Repair,32.856327425152124,4.2347394278115855
432,Store-Customer,NotLiked,19,Standard,Resale,Resale,Donation,Resale,60.31429982129678,60.31429982129678
433,Internet/Shipping,NotLiked,9,Premium,Resale,Resale,Donation,Resale,92.1533157940375,92.1533157940375
434,Store-Customer,Undamaged,4,Premium,Resale,Resale,Resale,Resale,98.45179693706314,98.45179693706314
435,Internet/Shipping,Undamaged,9,Standard,Resale,Resale,Recycling,Resale,65.00418518839676,65.00418518839676
436,Internet/Shipping,Torn,92,Standard,Disposal,Donation,Repair,Repair,0.0,9.769472093631263
437,Internet/Shipping,NotLiked,8,Premium,Resale,Resale,Recycling,Resale,92.24701595210222,92.24701595210222
438,Internet/Shipping,NotLiked,10,Standard,Resale,Resale,DiscountSale,Resale,60.87313952619759,60.87313952619759
439,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Resale,Resale,61.43703148950262,61.43703148950262
440,Internet/Shipping,Undamaged,18,Standard,Resale,Resale,Repackaging,Resale,64.413708651827,64.413708651827
441,Store-Customer,NotLiked,41,Standard,Resale,Resale,DiscountSale,Resale,58.96923518671133,58.96923518671133
442,Internet/Shipping,NotLiked,2,Premium,Resale,Resale,Refurbishing,Resale,92.81118887406298,92.81118887406298
443,Internet/Shipping,SeamDefect,4,Standard,Donation,Repair,Repair,Repair,12.338523035897468,20.87425166433573
444,Internet/Shipping,NotLiked,14,Standard,Resale,Resale,Repackaging,Resale,60.6241452885603,60.6241452885603
445,Internet/Shipping,ColorMismatch,2,Standard,Resale,Resale,Recycling,Resale,31.930069953356657,31.930069953356657
446,Internet/Shipping,NotLiked,9,Standard,Resale,Resale,Recycling,Resale,60.93554386269166,60.93554386269166
447,Store-Employee,Stained,0,Standard,Refurbishing,Refurbishing,Refurbishing,Refurbishing,29.0,29.0
448,Internet/Shipping,NotLiked,2,Standard,Resale,Resale,DiscountSale,Resale,61.37412591604198,61.37412591604198
449,Internet/Shipping,Undamaged,10,Premium,Resale,Resale,Recycling,Resale,97.85747091647951,97.85747091647951
450,Internet/Shipping,NotLiked,13,Standard,Resale,Resale,Refurbishing,Resale,60.686300506278116,60.686300506278116
451,Internet/Shipping,NotLiked,10,Standard,Resale,Resale,DiscountSale,Resale,60.87313952619759,60.87313952619759
452,Store-Customer,MissingPart,19,Premium,Repair,Resale,Donation,Repair,42.511916517747316,11.853574955324195
453,Internet/Shipping,MissingPart,14,Premium,Repair,Repair,Refurbishing,Repair,42.77012107380024,42.77012107380024
454,Internet/Shipping,MissingPart,28,Standard,Donation,Repair,Repair,Repair,14.01679641902182,25.03359283804364
455,Internet/Shipping,Torn,11,Standard,Recycling,Donation,Recycling,Repair,5.88513292714137,10.846843902855161
456,Internet/Shipping,NotLiked,12,Premium,Resale,Resale,Recycling,Resale,91.87277686545242,91.87277686545242
457,Store-Employee,SeamDefect,14,Standard,Disposal,Refurbishing,Repair,Repair,0.0,12.308048429520097
458,Internet/Shipping,ColorMismatch,6,Standard,Resale,Resale,Recycling,Resale,31.79062874188773,31.79062874188773
459,Store-Customer,NotLiked,3,Standard,Resale,Resale,DiscountSale,Resale,61.311283216712496,61.311283216712496
460,Internet/Shipping,SeamDefect,8,Standard,Donation,Repair,Repair,Repair,12.277291488490734,20.749005317367406
461,Internet/Shipping,NotLiked,99,Standard,Resale,Resale,Donation,Resale,55.56179060548355,55.56179060548355
462,Internet/Shipping,NotLiked,8,Premium,Resale,Resale,Resale,Resale,92.24701595210222,92.24701595210222
463,Store-Customer,Torn,0,Standard,Recycling,Resale,Recycling,Repair,6.0,-2.5
464,Internet/Shipping,Undamaged,10,Premium,Resale,Resale,Recycling,Resale,97.85747091647951,97.85747091647951
465,Internet/Shipping,NotLiked,3,Premium,Resale,Resale,Resale,Resale,92.71692482506873,92.71692482506873
466,Internet/Shipping,ColorMismatch,16,Standard,Resale,Resale,DiscountSale,Resale,31.444456201934976,31.444456201934976
467,Internet/Shipping,MissingPart,212,Standard,Disposal,Refurbishing,Repair,Repair,0.0,12.319635090379244
468,Store-Customer,ColorMismatch,13,Premium,Resale,Resale,Recycling,Resale,48.8219170885651,48.8219170885651
469,Internet/Shipping,ColorMismatch,10,Standard,Resale,Resale,Refurbishing,Resale,31.651744181220877,31.651744181220877
470,Internet/Shipping,NotLiked,4,Premium,Resale,Resale,DiscountSale,Resale,92.62275499300719,92.62275499300719
471,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Donation,Resale,61.43703148950262,61.43703148950262
472,Internet/Shipping,NotLiked,98,Standard,Resale,Resale,Donation,Resale,55.61888093649701,55.61888093649701
473,Internet/Shipping,NotLiked,21,Standard,Resale,Resale,Repackaging,Resale,60.19079476787595,60.19079476787595
474,Internet/Shipping,Undamaged,10,Standard,Resale,Resale,Recycling,Resale,64.93831394431967,64.93831394431967
475,Internet/Shipping,Torn,2,Premium,Repair,Repair,Recycling,Repair,29.91608394402798,29.91608394402798
476,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Donation,Resale,61.49999999999999,61.49999999999999
477,Internet/Shipping,NotLiked,7,Standard,Resale,Resale,DiscountSale,Resale,61.060539904793806,61.060539904793806
478,Internet/Shipping,SeamDefect,4,Premium,Repair,Repair,Repair,Repair,36.561377496503596,36.561377496503596
479,Internet/Shipping,NotLiked,5,Standard,Resale,Resale,Recycling,Resale,61.18578618913899,61.18578618913899
480,Internet/Shipping,NotLiked,170,Standard,Resale,Resale,Resale,Resale,51.65088344557217,51.65088344557217
481,Internet/Shipping,NotLiked,8,Standard,Resale,Resale,Refurbishing,Resale,60.99801063473481,60.99801063473481
482,Internet/Shipping,ColorMismatch,1,Standard,Resale,Resale,Donation,Resale,31.965017494168123,31.965017494168123
483,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Refurbishing,Resale,61.43703148950262,61.43703148950262
484,Internet/Shipping,ColorMismatch,6,Standard,Resale,Resale,Donation,Resale,31.79062874188773,31.79062874188773
485,Internet/Shipping,NotLiked,101,Standard,Resale,Resale,Repackaging,Resale,55.44778107180944,55.44778107180944
486,Internet/Shipping,ColorMismatch,3,Standard,Resale,Resale,Refurbishing,Resale,31.89515734261805,31.89515734261805
487,Internet/Shipping,NotLiked,23,Standard,Resale,Resale,Repackaging,Resale,60.067536477716445,60.067536477716445
488,Internet/Shipping,NotLiked,36,Standard,Resale,Resale,Recycling,Resale,59.27233848943675,59.27233848943675
489,Internet/Shipping,NotLiked,1,Standard,Resale,Resale,Donation,Resale,61.43703148950262,61.43703148950262
490,Internet/Shipping,NotLiked,9,Standard,Resale,Resale,Recycling,Resale,60.93554386269166,60.93554386269166
491,Internet/Shipping,NotLiked,35,Premium,Resale,Resale,DiscountSale,Resale,89.74971183634003,89.74971183634003
492,Internet/Shipping,NotLiked,5,Standard,Resale,Resale,DiscountSale,Resale,61.18578618913899,61.18578618913899
493,Internet/Shipping,NotLiked,0,Standard,Resale,Resale,Donation,Resale,61.49999999999999,61.49999999999999
494,Internet/Shipping,NotLiked,85,Standard,Resale,Resale,Recycling,Resale,56.36627391729181,56.36627391729181
495,Store-Customer,Torn,64,Standard,Disposal,Resale,Refurbishing,Repair,0.0,-2.7169825016424474
496,Internet/Shipping,Stained,8,Standard,Refurbishing,Resale,Recycling,Refurbishing,28.721117019297118,1.0553787230875393
497,Internet/Shipping,NotLiked,9,Standard,Resale,Resale,Resale,Resale,60.93554386269166,60.93554386269166
